SessionID,UserID,Timestamp,PageType,DeviceType,Country,ReferralSource,TimeOnPage_seconds,ItemsInCart,Purchased
session_2736,user_1962,2025-04-20 07:29:55,cart,Mobile,Canada,Social Media,48,4,0
session_2737,user_2471,2025-02-24 02:46:19,home,Desktop,Australia,Social Media,159,0,0
session_2737,user_2471,2025-02-24 02:46:54,product_page,Desktop,Australia,Social Media,35,4,0
session_2738,user_2428,2025-03-08 02:19:59,home,Tablet,Australia,Social Media,126,0,1
session_2738,user_2428,2025-03-08 02:22:43,product_page,Tablet,Australia,Social Media,164,5,1
session_2738,user_2428,2025-03-08 02:25:10,cart,Tablet,Australia,Social Media,147,5,1
session_2738,user_2428,2025-03-08 02:27:07,checkout,Tablet,Australia,Social Media,117,5,1
session_2738,user_2428,2025-03-08 02:28:15,confirmation,Tablet,Australia,Social Media,68,0,1
session_2739,user_2143,2025-02-14 12:54:30,home,Tablet,Germany,Google,88,0,0
session_2740,user_1838,2025-06-28 21:13:15,home,Mobile,France,Social Media,53,0,0
session_2740,user_1838,2025-06-28 21:13:59,product_page,Mobile,France,Social Media,44,0,0
session_2741,user_1961,2025-06-02 14:07:13,home,Mobile,Germany,Email,111,0,0
session_2742,user_1552,2025-04-11 13:34:05,home,Tablet,France,Email,24,0,0
session_2742,user_1552,2025-04-11 13:36:54,product_page,Tablet,France,Email,169,2,0
session_2742,user_1552,2025-04-11 13:37:33,cart,Tablet,France,Email,39,2,0
session_2743,user_2895,2025-04-19 20:19:53,home,Desktop,France,Social Media,132,0,0
session_2743,user_2895,2025-04-19 20:22:44,product_page,Desktop,France,Social Media,171,5,0
session_2743,user_2895,2025-04-19 20:25:39,cart,Desktop,France,Social Media,175,5,0
session_2744,user_1851,2025-08-26 17:20:18,home,Tablet,Canada,Google,56,0,0
session_2744,user_1851,2025-08-26 17:22:13,product_page,Tablet,Canada,Google,115,0,0
session_2744,user_1851,2025-08-26 17:24:12,cart,Tablet,Canada,Google,119,5,0
session_2744,user_1851,2025-08-26 17:26:25,checkout,Tablet,Canada,Google,133,5,0
session_2745,user_2561,2025-03-15 12:35:41,home,Tablet,Germany,Social Media,16,0,0
session_2745,user_2561,2025-03-15 12:38:27,product_page,Tablet,Germany,Social Media,166,5,0
session_2746,user_1791,2025-04-23 06:02:46,home,Tablet,UK,Direct,165,0,0
session_2746,user_1791,2025-04-23 06:05:23,product_page,Tablet,UK,Direct,157,0,0
session_2747,user_2334,2025-04-09 10:12:20,home,Tablet,UK,Google,70,0,0
session_2748,user_2785,2025-06-27 20:41:03,home,Desktop,UK,Social Media,136,0,0
session_2748,user_2785,2025-06-27 20:42:53,product_page,Desktop,UK,Social Media,110,2,0
session_2748,user_2785,2025-06-27 20:44:51,cart,Desktop,UK,Social Media,118,2,0
session_2749,user_1913,2025-02-17 18:49:15,home,Desktop,Australia,Google,32,0,1
session_2749,user_1913,2025-02-17 18:51:59,product_page,Desktop,Australia,Google,164,0,1
session_2749,user_1913,2025-02-17 18:52:48,cart,Desktop,Australia,Google,49,0,1
session_2749,user_1913,2025-02-17 18:54:11,checkout,Desktop,Australia,Google,83,2,1
session_2749,user_1913,2025-02-17 18:56:13,confirmation,Desktop,Australia,Google,122,0,1
session_2750,user_2402,2025-08-01 10:08:06,home,Desktop,Canada,Google,150,0,1
session_2750,user_2402,2025-08-01 10:10:54,product_page,Desktop,Canada,Google,168,0,1
session_2750,user_2402,2025-08-01 10:13:45,cart,Desktop,Canada,Google,171,5,1
session_2750,user_2402,2025-08-01 10:14:57,checkout,Desktop,Canada,Google,72,5,1
session_2750,user_2402,2025-08-01 10:15:20,confirmation,Desktop,Canada,Google,23,0,1
session_2751,user_1294,2025-06-16 02:55:14,home,Tablet,Germany,Google,23,0,0
session_2752,user_2506,2025-08-21 22:02:49,home,Tablet,France,Direct,15,0,0
session_2752,user_2506,2025-08-21 22:03:20,product_page,Tablet,France,Direct,31,0,0
session_2753,user_1335,2025-01-06 22:29:01,home,Mobile,USA,Google,134,0,0
session_2753,user_1335,2025-01-06 22:29:35,product_page,Mobile,USA,Google,34,5,0
session_2754,user_1407,2025-05-28 06:20:49,home,Tablet,India,Social Media,45,0,0
session_2755,user_2465,2025-07-12 10:00:08,home,Mobile,India,Social Media,70,0,0
session_2755,user_2465,2025-07-12 10:01:58,product_page,Mobile,India,Social Media,110,3,0
session_2755,user_2465,2025-07-12 10:02:14,cart,Mobile,India,Social Media,16,3,0
session_2756,user_1500,2025-01-27 04:31:04,home,Tablet,Germany,Social Media,54,0,0
session_2756,user_1500,2025-01-27 04:31:26,product_page,Tablet,Germany,Social Media,22,2,0
session_2756,user_1500,2025-01-27 04:33:42,cart,Tablet,Germany,Social Media,136,2,0
session_2757,user_2993,2025-07-14 22:05:07,home,Desktop,France,Email,19,0,1
session_2757,user_2993,2025-07-14 22:07:36,product_page,Desktop,France,Email,149,2,1
session_2757,user_2993,2025-07-14 22:10:35,cart,Desktop,France,Email,179,2,1
session_2757,user_2993,2025-07-14 22:13:07,checkout,Desktop,France,Email,152,2,1
session_2757,user_2993,2025-07-14 22:15:33,confirmation,Desktop,France,Email,146,0,1
session_2758,user_1096,2025-06-27 23:45:11,home,Desktop,France,Google,162,0,0
session_2758,user_1096,2025-06-27 23:47:24,product_page,Desktop,France,Google,133,0,0
session_2758,user_1096,2025-06-27 23:48:07,cart,Desktop,France,Google,43,5,0
session_2758,user_1096,2025-06-27 23:49:00,checkout,Desktop,France,Google,53,5,0
session_2759,user_1884,2025-07-30 18:56:07,home,Mobile,UK,Google,55,0,0
session_2759,user_1884,2025-07-30 18:59:02,product_page,Mobile,UK,Google,175,0,0
session_2760,user_1931,2025-01-16 17:39:28,home,Desktop,Australia,Google,31,0,0
session_2761,user_1992,2025-02-21 10:30:13,home,Tablet,UK,Social Media,118,0,0
session_2762,user_1753,2025-05-30 03:55:08,home,Desktop,UK,Direct,90,0,1
session_2762,user_1753,2025-05-30 03:56:17,product_page,Desktop,UK,Direct,69,2,1
session_2762,user_1753,2025-05-30 03:57:51,cart,Desktop,UK,Direct,94,2,1
session_2762,user_1753,2025-05-30 04:00:43,checkout,Desktop,UK,Direct,172,2,1
session_2762,user_1753,2025-05-30 04:02:19,confirmation,Desktop,UK,Direct,96,0,1
session_2763,user_2546,2025-04-28 04:22:44,home,Desktop,UK,Direct,53,0,0
session_2764,user_1909,2025-07-01 01:32:41,home,Tablet,Canada,Email,169,0,0
session_2765,user_1185,2025-02-14 18:20:05,home,Desktop,India,Google,21,0,0
session_2765,user_1185,2025-02-14 18:21:52,product_page,Desktop,India,Google,107,5,0
session_2765,user_1185,2025-02-14 18:24:24,cart,Desktop,India,Google,152,5,0
session_2765,user_1185,2025-02-14 18:24:41,checkout,Desktop,India,Google,17,5,0
session_2766,user_2901,2025-06-04 15:31:07,home,Desktop,Canada,Social Media,84,0,1
session_2766,user_2901,2025-06-04 15:33:07,product_page,Desktop,Canada,Social Media,120,3,1
session_2766,user_2901,2025-06-04 15:34:22,cart,Desktop,Canada,Social Media,75,3,1
session_2766,user_2901,2025-06-04 15:35:27,checkout,Desktop,Canada,Social Media,65,3,1
session_2766,user_2901,2025-06-04 15:36:53,confirmation,Desktop,Canada,Social Media,86,0,1
session_2767,user_1574,2025-07-07 05:03:43,home,Tablet,USA,Social Media,138,0,0
session_2768,user_1679,2025-01-19 17:59:05,home,Desktop,France,Direct,153,0,0
session_2768,user_1679,2025-01-19 18:01:06,product_page,Desktop,France,Direct,121,0,0
session_2768,user_1679,2025-01-19 18:03:31,cart,Desktop,France,Direct,145,0,0
session_2769,user_1651,2025-06-30 01:57:15,home,Mobile,UK,Direct,68,0,0
session_2769,user_1651,2025-06-30 01:58:42,product_page,Mobile,UK,Direct,87,0,0
session_2770,user_1009,2025-07-05 11:43:01,home,Mobile,Australia,Social Media,140,0,0
session_2771,user_1417,2025-03-14 22:00:14,home,Tablet,Australia,Social Media,147,0,1
session_2771,user_1417,2025-03-14 22:02:01,product_page,Tablet,Australia,Social Media,107,5,1
session_2771,user_1417,2025-03-14 22:04:06,cart,Tablet,Australia,Social Media,125,5,1
session_2771,user_1417,2025-03-14 22:05:05,checkout,Tablet,Australia,Social Media,59,5,1
session_2771,user_1417,2025-03-14 22:07:14,confirmation,Tablet,Australia,Social Media,129,0,1
session_2772,user_1050,2025-03-06 02:44:21,home,Desktop,Australia,Social Media,118,0,0
session_2772,user_1050,2025-03-06 02:44:55,product_page,Desktop,Australia,Social Media,34,0,0
session_2773,user_2559,2025-01-19 21:36:44,home,Mobile,Canada,Google,117,0,0
session_2773,user_2559,2025-01-19 21:39:19,product_page,Mobile,Canada,Google,155,3,0
session_2774,user_1479,2025-05-25 18:26:20,home,Desktop,Canada,Google,99,0,0
session_2775,user_1256,2025-08-13 03:39:03,home,Desktop,UK,Google,177,0,0
session_2776,user_2782,2025-01-30 09:06:50,home,Tablet,Australia,Social Media,43,0,0
session_2776,user_2782,2025-01-30 09:08:31,product_page,Tablet,Australia,Social Media,101,1,0
session_2777,user_1197,2025-06-03 19:30:57,home,Desktop,Germany,Direct,74,0,0
session_2778,user_2767,2025-04-18 15:18:15,home,Tablet,Germany,Social Media,176,0,0
session_2778,user_2767,2025-04-18 15:18:48,product_page,Tablet,Germany,Social Media,33,5,0
session_2779,user_2837,2025-03-02 15:55:06,home,Desktop,Germany,Email,38,0,0
session_2780,user_1855,2025-03-10 21:00:20,home,Desktop,Canada,Email,37,0,0
session_2780,user_1855,2025-03-10 21:00:46,product_page,Desktop,Canada,Email,26,1,0
session_2781,user_1736,2025-02-19 09:24:29,home,Mobile,Australia,Email,148,0,0
session_2781,user_1736,2025-02-19 09:26:34,product_page,Mobile,Australia,Email,125,1,0
session_2782,user_1863,2025-04-07 10:36:04,home,Desktop,Australia,Email,130,0,0
session_2782,user_1863,2025-04-07 10:38:34,product_page,Desktop,Australia,Email,150,2,0
session_2782,user_1863,2025-04-07 10:41:20,cart,Desktop,Australia,Email,166,2,0
session_2783,user_1461,2025-04-09 09:01:59,home,Mobile,Germany,Email,176,0,0
session_2783,user_1461,2025-04-09 09:02:15,product_page,Mobile,Germany,Email,16,5,0
session_2784,user_1823,2025-02-14 06:35:33,home,Mobile,UK,Social Media,22,0,0
session_2784,user_1823,2025-02-14 06:36:05,product_page,Mobile,UK,Social Media,32,4,0
session_2785,user_2980,2025-02-22 21:33:09,home,Mobile,Germany,Google,111,0,0
session_2785,user_2980,2025-02-22 21:34:06,product_page,Mobile,Germany,Google,57,0,0
session_2786,user_2561,2025-06-01 10:21:48,home,Desktop,UK,Direct,41,0,0
session_2786,user_2561,2025-06-01 10:23:20,product_page,Desktop,UK,Direct,92,4,0
session_2787,user_1182,2025-07-10 06:41:25,home,Mobile,Australia,Google,78,0,0
session_2788,user_2900,2025-07-24 06:57:45,home,Desktop,France,Email,139,0,0
session_2788,user_2900,2025-07-24 07:00:12,product_page,Desktop,France,Email,147,0,0
session_2789,user_1178,2025-07-14 00:51:33,home,Tablet,Canada,Email,90,0,0
session_2789,user_1178,2025-07-14 00:53:00,product_page,Tablet,Canada,Email,87,5,0
session_2790,user_1658,2025-02-12 11:36:36,home,Mobile,USA,Direct,128,0,0
session_2790,user_1658,2025-02-12 11:39:13,product_page,Mobile,USA,Direct,157,4,0
session_2791,user_1590,2025-05-05 14:43:14,home,Mobile,UK,Direct,31,0,1
session_2791,user_1590,2025-05-05 14:43:42,product_page,Mobile,UK,Direct,28,0,1
session_2791,user_1590,2025-05-05 14:45:10,cart,Mobile,UK,Direct,88,3,1
session_2791,user_1590,2025-05-05 14:45:34,checkout,Mobile,UK,Direct,24,3,1
session_2791,user_1590,2025-05-05 14:46:09,confirmation,Mobile,UK,Direct,35,0,1
session_2792,user_1109,2025-06-24 02:13:53,home,Tablet,USA,Social Media,67,0,1
session_2792,user_1109,2025-06-24 02:15:41,product_page,Tablet,USA,Social Media,108,0,1
session_2792,user_1109,2025-06-24 02:17:51,cart,Tablet,USA,Social Media,130,0,1
session_2792,user_1109,2025-06-24 02:18:20,checkout,Tablet,USA,Social Media,29,1,1
session_2792,user_1109,2025-06-24 02:19:07,confirmation,Tablet,USA,Social Media,47,0,1
session_2793,user_1726,2025-02-08 12:27:56,home,Tablet,USA,Direct,57,0,1
session_2793,user_1726,2025-02-08 12:28:20,product_page,Tablet,USA,Direct,24,0,1
session_2793,user_1726,2025-02-08 12:29:46,cart,Tablet,USA,Direct,86,3,1
session_2793,user_1726,2025-02-08 12:31:02,checkout,Tablet,USA,Direct,76,3,1
session_2793,user_1726,2025-02-08 12:32:14,confirmation,Tablet,USA,Direct,72,0,1
session_2794,user_2227,2025-03-23 23:48:53,home,Mobile,Germany,Google,61,0,0
session_2794,user_2227,2025-03-23 23:51:01,product_page,Mobile,Germany,Google,128,0,0
session_2795,user_1560,2025-06-16 18:32:51,home,Tablet,Germany,Social Media,148,0,0
session_2795,user_1560,2025-06-16 18:35:09,product_page,Tablet,Germany,Social Media,138,0,0
session_2795,user_1560,2025-06-16 18:36:53,cart,Tablet,Germany,Social Media,104,5,0
session_2796,user_2085,2025-08-15 10:59:24,home,Desktop,India,Social Media,57,0,0
session_2796,user_2085,2025-08-15 11:00:59,product_page,Desktop,India,Social Media,95,1,0
session_2797,user_1959,2025-05-28 02:16:05,home,Tablet,France,Email,162,0,0
session_2797,user_1959,2025-05-28 02:18:00,product_page,Tablet,France,Email,115,0,0
session_2798,user_1600,2025-08-23 10:25:22,home,Mobile,Canada,Direct,168,0,0
session_2798,user_1600,2025-08-23 10:25:40,product_page,Mobile,Canada,Direct,18,0,0
session_2799,user_2438,2025-07-31 07:29:01,home,Tablet,Canada,Direct,82,0,0
session_2799,user_2438,2025-07-31 07:30:09,product_page,Tablet,Canada,Direct,68,0,0
session_2800,user_1366,2025-04-24 14:05:39,home,Mobile,Canada,Social Media,22,0,0
session_2800,user_1366,2025-04-24 14:06:52,product_page,Mobile,Canada,Social Media,73,3,0
session_2801,user_1638,2025-07-18 09:58:39,home,Desktop,USA,Email,49,0,0
session_2801,user_1638,2025-07-18 09:59:11,product_page,Desktop,USA,Email,32,5,0
session_2801,user_1638,2025-07-18 09:59:34,cart,Desktop,USA,Email,23,5,0
session_2802,user_2351,2025-04-14 11:33:11,home,Desktop,Canada,Direct,170,0,0
session_2802,user_2351,2025-04-14 11:35:05,product_page,Desktop,Canada,Direct,114,0,0
session_2803,user_1257,2025-01-20 19:32:50,home,Desktop,India,Email,24,0,0
session_2803,user_1257,2025-01-20 19:35:24,product_page,Desktop,India,Email,154,4,0
session_2803,user_1257,2025-01-20 19:35:52,cart,Desktop,India,Email,28,4,0
session_2804,user_2778,2025-06-28 09:57:05,home,Tablet,UK,Social Media,57,0,1
session_2804,user_2778,2025-06-28 09:59:33,product_page,Tablet,UK,Social Media,148,2,1
session_2804,user_2778,2025-06-28 10:00:49,cart,Tablet,UK,Social Media,76,2,1
session_2804,user_2778,2025-06-28 10:03:27,checkout,Tablet,UK,Social Media,158,2,1
session_2804,user_2778,2025-06-28 10:04:43,confirmation,Tablet,UK,Social Media,76,0,1
session_2805,user_1910,2025-08-26 15:40:14,home,Mobile,UK,Google,32,0,1
session_2805,user_1910,2025-08-26 15:41:58,product_page,Mobile,UK,Google,104,0,1
session_2805,user_1910,2025-08-26 15:43:48,cart,Mobile,UK,Google,110,0,1
session_2805,user_1910,2025-08-26 15:44:51,checkout,Mobile,UK,Google,63,3,1
session_2805,user_1910,2025-08-26 15:47:33,confirmation,Mobile,UK,Google,162,0,1
session_2806,user_2896,2025-08-05 16:26:25,home,Mobile,Germany,Email,52,0,0
session_2807,user_1996,2025-04-28 21:01:59,home,Desktop,UK,Email,37,0,0
session_2807,user_1996,2025-04-28 21:04:07,product_page,Desktop,UK,Email,128,1,0
session_2808,user_2142,2025-01-17 04:36:31,home,Mobile,India,Email,40,0,0
session_2808,user_2142,2025-01-17 04:37:05,product_page,Mobile,India,Email,34,5,0
session_2809,user_1790,2025-05-10 11:39:54,home,Desktop,India,Email,69,0,0
session_2809,user_1790,2025-05-10 11:42:53,product_page,Desktop,India,Email,179,3,0
session_2809,user_1790,2025-05-10 11:44:45,cart,Desktop,India,Email,112,3,0
session_2810,user_1586,2025-06-28 15:06:04,home,Mobile,India,Google,173,0,0
session_2811,user_1085,2025-02-26 00:09:55,home,Desktop,Canada,Social Media,90,0,0
session_2811,user_1085,2025-02-26 00:12:01,product_page,Desktop,Canada,Social Media,126,2,0
session_2812,user_1764,2025-07-03 15:41:13,home,Tablet,Germany,Google,146,0,0
session_2812,user_1764,2025-07-03 15:43:09,product_page,Tablet,Germany,Google,116,4,0
session_2813,user_1449,2025-05-19 20:33:47,home,Mobile,Australia,Email,106,0,1
session_2813,user_1449,2025-05-19 20:36:28,product_page,Mobile,Australia,Email,161,5,1
session_2813,user_1449,2025-05-19 20:39:19,cart,Mobile,Australia,Email,171,5,1
session_2813,user_1449,2025-05-19 20:40:08,checkout,Mobile,Australia,Email,49,5,1
session_2813,user_1449,2025-05-19 20:43:02,confirmation,Mobile,Australia,Email,174,0,1
session_2814,user_1330,2025-01-21 08:29:44,home,Tablet,Australia,Direct,43,0,0
session_2814,user_1330,2025-01-21 08:31:29,product_page,Tablet,Australia,Direct,105,0,0
session_2815,user_1874,2025-02-22 11:24:55,home,Tablet,Australia,Email,125,0,0
session_2815,user_1874,2025-02-22 11:25:20,product_page,Tablet,Australia,Email,25,0,0
session_2815,user_1874,2025-02-22 11:28:05,cart,Tablet,Australia,Email,165,0,0
session_2816,user_1295,2025-08-09 10:26:39,home,Tablet,UK,Google,115,0,0
session_2816,user_1295,2025-08-09 10:28:32,product_page,Tablet,UK,Google,113,4,0
session_2817,user_1351,2025-02-19 16:02:41,home,Tablet,Australia,Social Media,100,0,1
session_2817,user_1351,2025-02-19 16:03:28,product_page,Tablet,Australia,Social Media,47,0,1
session_2817,user_1351,2025-02-19 16:05:08,cart,Tablet,Australia,Social Media,100,0,1
session_2817,user_1351,2025-02-19 16:07:13,checkout,Tablet,Australia,Social Media,125,1,1
session_2817,user_1351,2025-02-19 16:10:08,confirmation,Tablet,Australia,Social Media,175,0,1
session_2818,user_2116,2025-03-10 14:51:48,home,Mobile,Australia,Email,84,0,0
session_2818,user_2116,2025-03-10 14:53:56,product_page,Mobile,Australia,Email,128,0,0
session_2819,user_1306,2025-08-01 13:33:01,home,Tablet,Germany,Direct,165,0,1
session_2819,user_1306,2025-08-01 13:34:11,product_page,Tablet,Germany,Direct,70,2,1
session_2819,user_1306,2025-08-01 13:36:43,cart,Tablet,Germany,Direct,152,2,1
session_2819,user_1306,2025-08-01 13:38:29,checkout,Tablet,Germany,Direct,106,2,1
session_2819,user_1306,2025-08-01 13:40:16,confirmation,Tablet,Germany,Direct,107,0,1
session_2820,user_1757,2025-05-15 07:12:05,home,Mobile,France,Email,98,0,0
session_2820,user_1757,2025-05-15 07:14:41,product_page,Mobile,France,Email,156,0,0
session_2821,user_1562,2025-06-14 12:35:53,home,Mobile,USA,Google,58,0,0
session_2821,user_1562,2025-06-14 12:38:16,product_page,Mobile,USA,Google,143,3,0
session_2822,user_2269,2025-05-29 06:34:41,home,Mobile,Australia,Email,114,0,0
session_2822,user_2269,2025-05-29 06:35:53,product_page,Mobile,Australia,Email,72,0,0
session_2822,user_2269,2025-05-29 06:38:37,cart,Mobile,Australia,Email,164,5,0
session_2823,user_1455,2025-07-10 19:41:16,home,Desktop,USA,Social Media,68,0,0
session_2823,user_1455,2025-07-10 19:41:46,product_page,Desktop,USA,Social Media,30,0,0
session_2824,user_1718,2025-06-26 04:17:55,home,Tablet,Germany,Direct,38,0,0
session_2824,user_1718,2025-06-26 04:18:36,product_page,Tablet,Germany,Direct,41,5,0
session_2825,user_2338,2025-03-21 09:56:46,home,Mobile,Australia,Google,120,0,1
session_2825,user_2338,2025-03-21 09:59:14,product_page,Mobile,Australia,Google,148,4,1
session_2825,user_2338,2025-03-21 10:01:13,cart,Mobile,Australia,Google,119,4,1
session_2825,user_2338,2025-03-21 10:02:33,checkout,Mobile,Australia,Google,80,4,1
session_2825,user_2338,2025-03-21 10:04:07,confirmation,Mobile,Australia,Google,94,0,1
session_2826,user_2584,2025-02-08 14:54:05,home,Tablet,Australia,Email,87,0,1
session_2826,user_2584,2025-02-08 14:55:20,product_page,Tablet,Australia,Email,75,4,1
session_2826,user_2584,2025-02-08 14:55:49,cart,Tablet,Australia,Email,29,4,1
session_2826,user_2584,2025-02-08 14:58:13,checkout,Tablet,Australia,Email,144,4,1
session_2826,user_2584,2025-02-08 15:01:09,confirmation,Tablet,Australia,Email,176,0,1
session_2827,user_2265,2025-01-27 21:16:30,home,Desktop,Australia,Direct,73,0,0
session_2827,user_2265,2025-01-27 21:17:05,product_page,Desktop,Australia,Direct,35,5,0
session_2827,user_2265,2025-01-27 21:20:01,cart,Desktop,Australia,Direct,176,5,0
session_2828,user_1482,2025-03-16 17:51:59,home,Mobile,India,Social Media,61,0,1
session_2828,user_1482,2025-03-16 17:53:38,product_page,Mobile,India,Social Media,99,1,1
session_2828,user_1482,2025-03-16 17:56:30,cart,Mobile,India,Social Media,172,1,1
session_2828,user_1482,2025-03-16 17:57:10,checkout,Mobile,India,Social Media,40,1,1
session_2828,user_1482,2025-03-16 17:58:25,confirmation,Mobile,India,Social Media,75,0,1
session_2829,user_2720,2025-02-17 08:12:42,home,Tablet,USA,Direct,21,0,0
session_2830,user_1761,2025-08-23 23:41:10,home,Tablet,India,Google,25,0,0
session_2830,user_1761,2025-08-23 23:43:38,product_page,Tablet,India,Google,148,2,0
session_2831,user_1686,2025-02-04 06:52:40,home,Tablet,Canada,Google,173,0,0
session_2831,user_1686,2025-02-04 06:54:03,product_page,Tablet,Canada,Google,83,0,0
session_2831,user_1686,2025-02-04 06:55:01,cart,Tablet,Canada,Google,58,5,0
session_2832,user_2516,2025-03-28 00:17:42,home,Tablet,Canada,Google,43,0,0
session_2832,user_2516,2025-03-28 00:20:21,product_page,Tablet,Canada,Google,159,0,0
session_2832,user_2516,2025-03-28 00:21:06,cart,Tablet,Canada,Google,45,0,0
session_2833,user_2596,2025-07-30 16:10:41,home,Tablet,India,Social Media,108,0,0
session_2833,user_2596,2025-07-30 16:11:07,product_page,Tablet,India,Social Media,26,5,0
session_2834,user_2094,2025-01-26 18:30:37,home,Tablet,Canada,Direct,89,0,0
session_2834,user_2094,2025-01-26 18:32:34,product_page,Tablet,Canada,Direct,117,2,0
session_2835,user_2570,2025-03-25 02:09:18,home,Tablet,Germany,Social Media,22,0,0
session_2835,user_2570,2025-03-25 02:12:02,product_page,Tablet,Germany,Social Media,164,0,0
session_2836,user_2899,2025-06-03 08:50:59,home,Desktop,USA,Social Media,106,0,0
session_2836,user_2899,2025-06-03 08:52:03,product_page,Desktop,USA,Social Media,64,0,0
session_2837,user_1448,2025-02-07 18:54:26,home,Mobile,India,Google,163,0,0
session_2838,user_2890,2025-06-23 00:52:44,home,Desktop,France,Direct,77,0,0
session_2838,user_2890,2025-06-23 00:53:52,product_page,Desktop,France,Direct,68,4,0
session_2838,user_2890,2025-06-23 00:56:02,cart,Desktop,France,Direct,130,4,0
session_2839,user_1200,2025-08-09 00:51:09,home,Mobile,India,Direct,160,0,0
session_2839,user_1200,2025-08-09 00:52:43,product_page,Mobile,India,Direct,94,0,0
session_2840,user_2644,2025-08-10 22:08:22,home,Desktop,India,Email,38,0,0
session_2841,user_2283,2025-03-15 15:23:33,home,Mobile,Germany,Email,28,0,0
session_2841,user_2283,2025-03-15 15:26:16,product_page,Mobile,Germany,Email,163,0,0
session_2842,user_2877,2025-04-10 14:38:57,home,Mobile,France,Social Media,145,0,0
session_2842,user_2877,2025-04-10 14:40:44,product_page,Mobile,France,Social Media,107,0,0
session_2843,user_1612,2025-07-16 08:59:42,home,Tablet,France,Google,48,0,0
session_2843,user_1612,2025-07-16 09:00:49,product_page,Tablet,France,Google,67,2,0
session_2844,user_1793,2025-02-23 19:48:55,home,Desktop,Australia,Email,90,0,0
session_2844,user_1793,2025-02-23 19:50:52,product_page,Desktop,Australia,Email,117,5,0
session_2844,user_1793,2025-02-23 19:52:55,cart,Desktop,Australia,Email,123,5,0
session_2845,user_1883,2025-05-20 13:10:32,home,Desktop,Australia,Social Media,159,0,0
session_2846,user_1385,2025-05-26 19:42:15,home,Desktop,UK,Google,166,0,0
session_2847,user_2023,2025-05-24 16:55:42,home,Mobile,Germany,Direct,145,0,0
session_2847,user_2023,2025-05-24 16:58:24,product_page,Mobile,Germany,Direct,162,0,0
session_2848,user_1806,2025-08-10 09:50:43,home,Desktop,France,Social Media,23,0,0
session_2848,user_1806,2025-08-10 09:51:52,product_page,Desktop,France,Social Media,69,3,0
session_2849,user_2308,2025-05-10 09:50:06,home,Mobile,Germany,Social Media,68,0,0
session_2849,user_2308,2025-05-10 09:52:19,product_page,Mobile,Germany,Social Media,133,0,0
session_2850,user_2591,2025-07-08 15:15:12,home,Mobile,UK,Social Media,146,0,0
session_2850,user_2591,2025-07-08 15:16:41,product_page,Mobile,UK,Social Media,89,5,0
session_2851,user_1461,2025-08-24 06:01:34,home,Mobile,UK,Social Media,163,0,0
session_2852,user_1774,2025-05-14 17:40:27,home,Tablet,Canada,Social Media,63,0,0
session_2852,user_1774,2025-05-14 17:41:43,product_page,Tablet,Canada,Social Media,76,1,0
session_2853,user_1419,2025-01-16 00:24:41,home,Tablet,UK,Email,62,0,0
session_2853,user_1419,2025-01-16 00:27:18,product_page,Tablet,UK,Email,157,2,0
session_2853,user_1419,2025-01-16 00:29:36,cart,Tablet,UK,Email,138,2,0
session_2854,user_1214,2025-06-12 17:29:02,home,Tablet,Canada,Direct,47,0,0
session_2855,user_1549,2025-08-27 03:27:15,home,Mobile,France,Direct,65,0,0
session_2856,user_1583,2025-06-02 11:46:51,home,Desktop,USA,Email,69,0,0
session_2856,user_1583,2025-06-02 11:48:59,product_page,Desktop,USA,Email,128,4,0
session_2857,user_1665,2025-07-01 04:56:23,home,Mobile,UK,Social Media,75,0,1
session_2857,user_1665,2025-07-01 04:57:46,product_page,Mobile,UK,Social Media,83,1,1
session_2857,user_1665,2025-07-01 04:59:15,cart,Mobile,UK,Social Media,89,1,1
session_2857,user_1665,2025-07-01 05:01:44,checkout,Mobile,UK,Social Media,149,1,1
session_2857,user_1665,2025-07-01 05:03:10,confirmation,Mobile,UK,Social Media,86,0,1
session_2858,user_1035,2025-03-22 07:49:04,home,Desktop,Australia,Direct,62,0,0
session_2858,user_1035,2025-03-22 07:51:09,product_page,Desktop,Australia,Direct,125,1,0
session_2859,user_2473,2025-05-11 18:42:41,home,Mobile,Australia,Google,179,0,1
session_2859,user_2473,2025-05-11 18:43:10,product_page,Mobile,Australia,Google,29,5,1
session_2859,user_2473,2025-05-11 18:44:36,cart,Mobile,Australia,Google,86,5,1
session_2859,user_2473,2025-05-11 18:46:26,checkout,Mobile,Australia,Google,110,5,1
session_2859,user_2473,2025-05-11 18:49:07,confirmation,Mobile,Australia,Google,161,0,1
session_2860,user_2675,2025-03-26 15:10:04,home,Tablet,USA,Email,41,0,0
session_2860,user_2675,2025-03-26 15:12:16,product_page,Tablet,USA,Email,132,0,0
session_2861,user_1458,2025-05-23 21:27:14,home,Tablet,Germany,Social Media,80,0,0
session_2861,user_1458,2025-05-23 21:28:40,product_page,Tablet,Germany,Social Media,86,0,0
session_2862,user_2829,2025-08-16 12:56:55,home,Desktop,Australia,Direct,126,0,0
session_2863,user_2676,2025-07-21 05:10:51,home,Mobile,UK,Direct,15,0,0
session_2864,user_1789,2025-02-02 00:08:58,home,Tablet,India,Direct,141,0,1
session_2864,user_1789,2025-02-02 00:10:44,product_page,Tablet,India,Direct,106,2,1
session_2864,user_1789,2025-02-02 00:12:09,cart,Tablet,India,Direct,85,2,1
